0,1
aqueous beclomethasone diproprionate nasal spray regular versus required use treatment seasonal allergic rhinitis objective determine effect alternative regimens nasal steroid administration symptoms quality life design randomized double blind parallel group comparison subjects sixty ragweed sensitive adults recruited participants previous studies media advertising interventions micrograms aqueous beclomethasone diproprionate nasal spray twice daily week week ragweed pollen season regular micrograms spray taken required micrograms daily troublesome nasal symptoms treated groups increasing daily dose micrograms symptoms controlled treatment insufficient mg terfenadine daily added results one subject required treated group withdrew uncontrolled nasal symptoms remaining subjects sneezing stuffy nose rhinorrhea measured daily diary significantly better controlled regular treated group p less impairment quality life including sleep disturbance nonhay fever symptoms practical problems uncomfortable emotions greater required treated group p less subjects regular treated group required less additional terfenadine tablets per subject versus p eye symptoms eye drop use similar two treated groups conclusion patients seasonal allergic rhinitis regular use inhaled steroids results fewer symptoms better quality life spray taken required,C09
distortion product otoacoustic emissions normal impaired adult ears distortion product otoacoustic emissions dpoes recorded group normally hearing subjects ears group subjects whose conditions diagnosed sensorineural hearing loss ears study correlation might exist dpoe characteristics hearing impairment different configurations three different dpoe paradigms used investigate influence different test parameters dpoe data normal hearing impaired ears normally hearing ears demonstrated detectable dpoes provided primary tone level certain value hearing impaired ears produced substantially reduced dpoes compared normally hearing subjects primary frequencies f f corresponded region hearing loss data also suggested general one f f ratio needed examine particular frequency region dpoes provide frequency specific information cochlear function development may form basis noninvasive objective method evaluating cochlear function,C09
vestibular recruitment meniere disease aim study search vestibular recruitment sample patients meniere disease recruitment defined abnormal growth response increasing stimulus intensity twenty nine patients tested sinusoidal rotation three different magnitudes four different frequencies also searched auditory recruitment patient via tests auditory brain stem responses acoustic reflexes loudness balance discomfort level analysis vestibular responses indicated average linear relationship stimulus magnitude response magnitude ie doubling stimulus magnitude resulted twice response magnitude meniere patients yield results significantly different although variable normal subjects vestibular responses patients auditory recruitment differ systematically patients without auditory recruitment conclude vestibular recruitment exists patients meniere disease demonstrated sinusoidal rotational testing,C09
effect vitamin c histamine bronchial responsiveness patients allergic rhinitis effect acute oral administration g vitamin c bronchial responsiveness inhaled histamine patients allergic rhinitis compared placebo two consecutive days double blind crossover design pc fev significantly increased one hour treatment vitamin c placebo,C09
localized antigen challenge nasal mucosa describe localized nasal antigen challenge measurement mediators found site eight ragweed allergic subjects challenged days week apart challenges consisted six sequential provocations beginning two control challenges diluent antigen phenol buffered saline followed four increasing antigen doses protein nitrogen units antigen day additional four control challenges control day number sneezes symptom scores increased significantly increasing antigen doses levels histamine n alpha tosyl l arginine methyl ester esterase activity increased eluted secretions antigen day control day amount secretions collected also increased per unit time antigen day found significant increase concentration level either histamine n alpha tosyl l arginine methyl ester esterase nasal secretions either day conclude total amount histamine n alpha tosyl l arginine methyl ester esterase activity increased per unit time concentration,C09
small fenestra stapedotomy using fiberoptic hand held argon laser obliterative otosclerosis obliterative otosclerosis challenge since advent stapes surgery drill procedures generally poorer prognosis conventional stapes surgery excessive bleeding acoustic trauma burr reclosure oval window otosclerosis report describe early experience using hand held fiberoptic argon laser small fenestra stapedotomy cases obliterative otosclerosis closure air bone gap within db seen patients significant sensorineural hearing loss vertigo facial weakness argon laser stapedotomy using hand held fiberoptic system safe effective alternative drill stapedotomy cases obliterative otosclerosis,C09
lasers otosclerosis one laboratory stapedotomy stapedectomy revisions performed human temporal bones pyroelectric wave energy analyzers ultrasensitive thermocouples measured energy absorption stapes footplate vestibule analysis data shows visible lasers argon ktp possess ideal optical properties precision otosclerosis surgery conversely less ideal tissue characteristics co laser possesses ideal tissue characteristics recent advances optical engineering pulsing energy increased precision laser provide accuracy required delicate microsurgery two clinical studies analyze long term hearing results complications patients undergone co laser stapedectomy revision patients co laser stapedotomy patients advantages laser techniques provide conventional surgery methods discussed,C09
analgesia removal nasal packing present prospective controlled trial comparing methods analgesia relief discomfort removing nasal packing including general discussion considerations methods nasal tamponade basis nasal packing likely continue used frequently nitrous oxide entonox advocated safe relatively cheap means pain relief statistically significant advantage papaveretum,C09
transtympanic endoscopic findings patients otitis media effusion using fine rigid endoscope olympus ses k examined middle ear including tympanic orifice eustachian tube children otitis media effusion ome active stage ears convalescent stage ears treatment ventilation tubes days months five ears myringotomy patients general anesthesia several color photographs representative ears shown active stage ome edema hyperemia characteristic features middle ear mucosa normal mucosa seen one ear tympanic orifice eustachian tube could examined ears stenosed edema four ears plugged effusion three ears group convalescent stage ome dilated vessels often seen rest patients normal mucosa middle ear none edema hyperemia tympanic orifice eustachian tube could examined five ears clearly patent patients group one ear treated ventilation tube month showed dilated vessels less severe inflammation ears active stage ome three ears treated months showed almost normal middle ear mucosa,C09
asymptomatic congenital cytomegalovirus infection audiologic neuroradiologic neurodevelopmental abnormalities first year twenty eight infants asymptomatic congenital cytomegalovirus infection control infants followed prospectively congenital sensorineural hearing loss documented auditory brain stem responses four infected infants two mild bilateral loss one mild unilateral loss one extreme unilateral loss controls four infected infants diffuse periventricular radiolucencies computed tomographic scan none calcifications ventriculomegaly differences groups noted neurologic examination results bayley mental developmental index however one infected infant severely delayed bayley psychomotor developmental index score addition mean mental developmental index score four infected infants diffuse periventricular radiolucencies significantly remaining infected infants vs data suggest asymptomatic congenital cytomegalovirus infection may associated broad range audiologic subtle neuroradiologic neurodevelopmental differences early infancy,C09
efficacy oral steroids treatment persistent otitis media effusion one hundred thirty six children otitis media effusion least months duration investigated strict double blind randomized prospective study evaluate efficacy oral steroids treatment disease results study showed significant complete partial recovery otitis media effusion group treated combination antibiotics amoxicillin oral steroids prednisone compared amoxicillin treated group placebo treated group believe treatment mostly benefits children aged years without oversized adenoids findings study imply combined course antibiotics oral steroids deserves place routine conservative trial surgery,C09
informed consent head neck surgery informed consent fastest growing problem medical negligence debate highlighted recently united kingdom sidaway case informed consent comprises advice would give patient consequences taking advice specific risks surgery treatment mind risks surgery general attempt identify present practice otolaryngology postal survey carried members scottish north england otolaryngological societies,C09
mucosal thickening sinus x rays significance mucosal thickening commonly seen x rays paranasal sinuses taken ent department sometimes leads sinus washout clear even though x rays strongly suggestive disease paper examines prevalence sinus x ray anomalies general population facial x rays conditions possible sinus disease study suggests per cent called normal population may sinus x ray appearances consistent sinus disease may partly explain clear returns sinus washout,C09
hearing aids high frequency hearing loss cross study compares relative benefits standard nhs contracted hearing aid high frequency emphasis commercial aid subjects high frequency hearing loss disability questionnaires free field speech noise faaf ii tests used assess subjects unaided weeks wearing aid total faaf ii test scores showed significant difference either aid analysis frequency specific subscores demonstrated less use low frequency information using high frequency emphasis aid overall questionnaire responses relating conversation showed benefit high frequency emphasis aid subjects generally preferred aid possibly due less low tone gain standard nhs aid,C09
head stability gaze vertical whole body oscillations understand head eye stabilities upright locomotion investigated head eye movements vertical whole body oscillations various amplitudes cm frequencies hz normal subjects n patients bilateral labyrinthine loss n vertical oscillations produced pitching motions head amplitude markedly altered change oscillation frequency displacement vertical eye movements correlated pitching head movements scarcely modified gaze hz acquired bilateral lesions presented deteriorated head stability physically induced eye movements stronger stimulations however significant increase head movement upon stepping suppression pitching motion upon running characteristically found bilateral lesions reproduced passive oscillations thus features active locomotion may result imbalance produced alternate bipedal motions adaptation minimize oscillopsia respectively,C09
artificial restoration voice experiments phonatory control reinnervated canine larynx coordinated electronic pacing implanted nerve pedicles paralyzed laryngeal muscles allowed selective dynamic control abduction adduction elongation vocal cords modifications original circuit cervical muscle model added fine tuning basic none pacing rehabilitation phonation illustrated sophisticated nature voice need restoration fine tuning five mongrel dogs received nerve muscle pedicles thyroarytenoideus cricothyroideus posterior cricothyroideus denervation one hemilarynx following appropriate reinnervation time pedicles intact recurrent laryngeal nerves injected currents variable amplitudes pulse widths achieve graded vocal fold control air blown intratracheally towards glottic chink videoscopic spectral analyses indicated artificial phonation could restored frequencies measured normal state experiments suggested rehabilitation impaired voice servocontrol might eventually feasible,C09
vocal cord paralysis children bilateral vocal cord paralysis common cause stridor infants children significant differences entity children adults regard etiology diagnosis management outcome review years experience children hospital philadelphia identified children seen diagnosis vocal cord paralysis cases evaluated respect etiology paralysis whether unilateral bilateral delay diagnosis need tracheotomy abnormality voice surgical treatment outcome guidelines management child vocal cord paralysis presented emphasis flexible endoscopic evaluation conservative management,C09
unterberger stepping test useful indicator peripheral vestibular dysfunction deviation gait stepping test proposed useful indicator peripheral labyrinthine dysfunction prospective study patients suspected uncompensated peripheral labyrinthine dysfunction normal patients normal labyrinthine dysfunction showed significant difference performance unterberger stepping test patients electronystagmographically significant canal paresis normal vestibular function,C09
vivo assessment antimicrobial agents toxoplasma gondii quantification parasites blood lungs brain infected mice vivo effects antimicrobial agents toxoplasma gondii evaluated mice infected intraperitoneally tachyzoites rh strain determination survival rates study kinetics growth gondii infected mice various intervals infection subcultures serial dilutions blood lung brain homogenates performed fibroblast tissue cultures determination parasitic loads pyrimethamine mg kg per day sulfadiazine mg kg per day clindamycin mg kg per day administered days day day infection untreated control mice died within days showed early predominant lung involvement mice treated sulfadiazine administered day survived apparently healthy parasitic loads decreased early treatment relapse observed days cessation therapy pyrimethamine administered day mice died within days determination parasitic loads effect pyrimethamine demonstrable day relapse constantly observed cessation therapy pyrimethamine sulfadiazine administered combination mice survived therapy started day parasites remained undetectable mice treated day parasites eradicated day infection relapsed days cessation therapy mice treated clindamycin day day died within days parasitemia always undetectable,C03
quantitative vitro drug potency drug susceptibility evaluation leishmania ssp patients unresponsive pentavalent antimony therapy quantitative vitro drug sensitivity leishmania isolates patients failing pentavalent antimony sbv therapy determined using radiorespirometric microtechnique ram isolates histories ram tests agreed patient history remaining difference ram drug sensitivity clinical correlation isolates tested blindly known clinical history agree clinical history test sensitivity appeared limited sensitivity leishmania sbv could detected micrograms ml sb serum drug level isolate patient untreated self healing cutaneous disease drug resistant using ram parasite drug sensitivity quantified apart patient physiologic immunologic variables intrinsic clinical data potency differed maximum weight sb weight sb among drug lots also glucantime pentostam potency changes drug lots explainable based sb content test test variability microtest offers rapid method evaluating drug sensitivity patient isolates determining activity pentavalent antimonials candidate anti leishmanials prior initiation therapy,C03
activated eosinophils increase vascular permeability resistance isolated perfused rat lungs effects eosinophils activated phorbol myristate acetate pma isolated perfused rat lungs examined eosinophils obtained lungs rats infected toxocara canis bronchoalveolar lavage incubated pma administered isolated perfused rat lung preparation vascular endothelial permeability assessed measuring capillary filtration coefficient kf c perfused lungs lungs receiving either eosinophils control nonactivated eosinophils changes pulmonary hemodynamics kf c however lungs receiving x eosinophils activated pma transient fold increase pulmonary vascular resistance peaked min primarily due constriction small arteries veins initial pressor response kf c increased times control min resulted marked lung edema increased wet dry weight ratios edema histologic examination pulmonary arterial pressure kf c responses dose related eosinophil numbers x x cells peak airway pressure paw constant tidal volume ventilation also increased lungs receiving activated eosinophils compared control nonactivated eosinophil groups findings indicate activated eosinophils potent effector cells cause pulmonary vasoconstriction bronchoconstriction vascular endothelial injury without widespread plugging capillaries aggregated eosinophils,C03
b cell responses paramyosin isotypic analysis epitope mapping filarial paramyosin patients onchocerciasis examine fine specificity human immune response filarial paramyosin antigenicity expressed rcdna kb dirofilaria immitis paramyosin detailed elisa using sera patients infected onchocerca volvulus analyzed entire paramyosin molecule six subcloned fragments igg igg subclasses ige responses patients guatemala positive ghana positive reacted paramyosin specific igg levels normal controls although anti paramyosin subclass restriction common patients igg response ghananians significantly greater guatemalans p less ige anti paramyosin responses showed positive correlations igg p less igg p less igg p less responses epitope mapping using igg response six subclones demonstrated preferential recognition amino terminal end molecule nucleotides igg reactivity clearly localized amino terminal amino acids igg antibodies recognized amino acids immediately adjacent fragment studies examining fine specificity anti filarial immune reactions provide method understanding parasites either evade induce host immune responses,C03
effects albendazole echinococcus multilocularis infection mongolian jird albendazole chemotherapy larval echinococcus multilocularis studied mongolian jird administration medicated feed various concentrations durations effects evaluated comparison treated control groups terms host mortality larval metastases lungs final weight histologic appearance larval tissue viability larval tissue necropsy animal tested inoculation two noninfected jirds albendazole medicated feed significantly inhibited larval growth effects drug included larval degeneration necrosis inhibition protoscolex formation decreased pulmonary metastases reduced mortality hosts adverse effects parasite correlated significantly serum albendazole metabolite levels duration therapy however serum albendazole levels jirds equal exceeding concentrations achieved humans receiving daily doses mg kg body weight kill parasite,C03
impact mass treatment onchocerciasis ivermectin transmission infection onchocerciasis major blinding disease recently essentially untreatable ivermectin safe effective drug mass treatment onchocerciasis used individual basis reduces ability treated person transmit onchocerca volvulus infection present study effect community based ivermectin treatment degree transmission within community assessed determining incidence new infection children ivermectin distributed annually three occasions eligible members population approximately people living rubber plantation forest area endemic onchocerciasis years prevalence infection year old children decreased annual incidence uninfected cohort children decreased age specific adjustment reduction incidence year old children thus community based distribution ivermectin led significant reduction incidence new infection findings suggest ivermectin important reducing transmission onchocerciasis,C03
variations malaria transmission rates related anopheline survivorship per feeding cycle anopheline survivorship vectorial capacity mosquito infection probability estimates mosquito infection rates determined times year papua new guinea village estimates survivorship length extrinsic incubation period differed significantly year however survivorship per feeding cycle individual mosquito vectorial capacity mosquito infection probability vary significantly estimates parameters compared estimates survivorship individual vectorial capacity mosquito infection probability mosquito populations villages study area since survivorship per feeding cycle vary significantly among mosquito populations villages changes malaria transmission potential better gauged estimates survivorship length extrinsic incubation period however measurements relative inoculation rates easier perform related parasite prevalences children area estimates inoculation rates preferred option estimating malaria transmission madang area papua new guinea,C03
transmission indices loa loa chaillu mountains congo longitudinal entomological survey vectors loiasis conducted missama area lekoumou region congo september august principal catching site palm grove surrounded forest km village landing biting densities chrysops measured standardized fly catches lasting hr carried twice month vector landing densities also assessed bantu pygmy villages fields populations chrysops palm grove examined times month infection infective stage loa loa chrysops silacea predominate vector except beginning rainy season c dimidiata prevailing species chrysops caught throughout rainy season october june host seeking activity c silacea greatest middle season february occurred sooner october c dimidiata following variables associated transmission calculated observations palm grove first figure corresponds first year study figure parentheses corresponds second year calculated c silacea c dimidiata could bite person palm grove per year including average infective c silacea infective c dimidiata percentage dissected flies third stage larvae head mean number larvae head infective fly c silacea c dimidiata respectively estimated annual transmission potentials c silacea c dimidiata palm grove transmission ensured effective vectors rainy season october may although annual biting rate species twice low village forest data suggest effective transmission occurs also,C03
ascariasis ascaris lumbricoides common helminth infect humans infection occurs contaminated soil containing mature eggs swallowed clinically infection ranges asymptomatic carrier state life threatening pulmonary disease intestinal obstruction diagnosis frequently established identification eggs stool specimens treatment antiparasitic drugs effective preventing serious complications eradicating parasite members household,C03
echinococcus infestation biceps brachii case report echinococcus genus tapeworm endemic certain parts world found rarely united states extremely unusual case intramuscular infestation involving extremity occurred year old man since infestation closely resembled soft tissue tumor clinical roentgenographic examination patient treated incisional biopsy mass consisted cystic cavity filled clear fluid diagnosis echinococcus cyst made permanent section analysis revealed numerous scoleces within cyst lining patient asymptomatic six months cyst excision still remains risk recurrence infestation present report serves alert reader rare potentially fatal condition preoperative diagnosis imperative avoid inadvertant rupture hydatid cyst releases viable scoleces systemic circulation may precipitate anaphylactic reaction,C03
comparison active passive case detection cutaneous leishmaniasis guatemala estimate degree passive case detection underestimates true incidence cutaneous leishmaniasis guatemala compared data passive surveillance system guatemalan ministry health cross sectional population based survey cutaneous leishmaniasis guatemala persons interviewed reported cutaneous leishmaniasis time past reported onset infection months survey active infections parasitologically confirmed infections calculated basis reports estimated population endemic area total number new cases leishmaniasis endemic area months survey approximately month period ministry health data based passive surveillance listed cases cutaneous leishmaniasis guatemala incidence estimates based passive surveillance may underestimate occurrence cutaneous leishmaniasis much factor,C03
diffuse cutaneous leishmaniasis acquired peru case diffuse cutaneous leishmaniasis dcl acquired peru described causative agent leishmania mexicana amazonensis determined isoenzyme analysis species specific monoclonal antibody binding characteristics histological examination biopsy material showed large number intracellular extracellular amastigotes lymphocytes treatment meglumine antimoniate glucantime administered iv dosage mg antimony kg body weight day days resulted visible improvement lesions clinical parasitological cure,C03
parasite antigenemia untreated treated lymphatic filarial infections evaluate merit antigen detection assays tool monitor efficacy chemotherapy lymphatic filariasis serially measured antigen levels sera jirds infected brugia malayi humans bancroftian filariasis antigenemia detected animals parasitologically proven infection present jirds prepatent occult filariasis antigen levels correlated worm burdens progressively declined drug cured animals treatment diethylcarbamazine dec triggered transient increase serum levels filarial antigens bearing epitope recognized monoclonal antibody hc patients bancroftian filariasis became amicrofilaremic within one week dec treatment antigenemia levels slowly declined period several months one treated individual forty two months treatment progressively rising antigen levels present patients six remain amicrofilaremic elevated antigenemia levels preceded detected time recurrent parasitemia periodic monitoring antigenemia levels treatment patients lymphatic filariasis used identify individuals likely develop recurrent microfilaremia parasites become detectable blood samples thereby allowing timely retreatment,C03
geographical distribution plasmodium falciparum erythrocyte rosetting frequency rosetting antibodies human sera uninfected erythrocytes bind spontaneously infected certain strains plasmodium falciparum known spontaneous erythrocyte rosetting studied occurrence frequency rosetting fresh patient isolates identified rosetting strains africa south america asia rosetting present isolates tested frequency rosetting red blood cells rbc individual isolates scored first cycle vitro growth rosetting antibodies found liberian sera measured disruption rosettes vitro however antibodies able inhibit cd dependent cytoadherence p falciparum infected rbc detected sera erythrocyte rosetting geographically widespread phenomenon rosetting antibodies seem induced natural infection molecular mechanism rosette formation seems distinct endothelial cytoadherence,C03
immunization owl monkeys combination plasmodium falciparum asexual blood stage synthetic peptide antigens mixture synthetic peptides corresponding portions kda kda kda proteins asexual blood stages plasmodium falciparum polymer syntheic peptide incorporating individual peptides spf tested candidate malaria vaccine antigens aotus nancymai monkeys immunized combinations peptides separate sources centers disease control cdc atlanta ga colombia synthetic polymer animals immunized combination peptides cdc higher antibody titers peptides peptide monkeys immunized combination peptides produced colombia developed higher levels antibody peptides animals immunized polymer produced detectable antibodies peptide alone following challenge p falciparum differences observed vaccine groups control groups respect number animals parasitemias greater equal inconsistency serologic response peptides animals contrasted previous trials performed colombia monkeys developed high antibody titers peptides protected experimental infection,C03
humoral cell mediated immune responses plasmodium falciparum antigens pf resa cs protein seasonal variations population recently reexposed endemic malaria resurgence falciparum malaria occurred central highlands madagascar disease currently hyperendemic determined humoral cellular responses synthetic peptides reproducing repeat sequences major plasmodium falciparum antigens pf resa circumsporozoite cs protein blood samples subjects living rural community near antananarivo obtained beginning end transmission season enrollment subjects presenting without blood parasites similar cell proliferative response antibody level antigens tested however p falciparum infected individuals exhibited decrease absolute number lymphocytes due diminished number cd natural killer lymphocytes number cd cells similar groups overall population subjects cell response least resa peptide responding given peptide cs protein peptide thirty two percent donors presented resa antibodies cs protein antibodies weeks end transmission season cellular proliferative responses antigens markedly decreased evidenced decrease number responders mean stimulation indexes humoral response resa detected erythrocyte membrane immunofluorescence number responders mean antibody titers markedly increased humoral responses cs protein resa peptides similar,C03
studies owl monkeys leading development synthetic vaccine asexual blood stages plasmodium falciparum development synthetic vaccine human use asexual blood stages plasmodium falciparum monkey trials performed assess safety immunogenicity protectivity determined minimal infective dose p falciparum fvo strain kinetics immune response induced vaccination synthetic peptide mixture synthetic hybrid polymeric protein spf induction protective immunity experimental challenge p falciparum strains clear boosting effect observed determined increased antibody titers synthetic peptides spf improvement protective immune response challenge studies suggest either peptide mixture synthetic hybrid polymeric protein excellent choices development vaccine p falciparum,C03
diagnosis intestinal amebiasis using salivary iga antibody detection investigation sought determine whether detection salivary iga antibodies entamoeba histolytica could identify intestinal amebic infections among school children four groups children identified coproparasitoscopic examination e histolytica parasites parasite free diagnostic accuracy salivary iga antibodies e histolytica membrane extract sensitivity specificity maintaining high predictive value different prevalences also positive correlation r p less observed fecal e histolytica membrane antigen levels salivary iga antibody activity measurement iga antibodies saliva may useful diagnosing intestinal infections e histolytica within wide range prevalences moreover sampling saliva may useful non invasive test immunoepidemiologic surveys,C03
visceral leishmaniasis scottish child scottish girl acquired visceral leishmaniasis kala azar holiday majorca presented infection six months later scotland inexperience disease degree scepticism unnecessary investigations carried resulting delay treatment,C03
ultrasonographical investigations onchocerciasis liberia efficiency ultrasonography us diagnosis clinical characterization onchocerciasis evaluated us performed probands liberia ninety two patients generalized onchocerciasis patients suffered chronic hyperreactive form onchocerciasis sowda probands served controls patients examined us linear mhz mhz sector mhz scanners us results evaluated examination extirpated nodules us structure nodules revealed typical pattern consisting homogeneous echogenicity small echodense particles lateral acoustic shadow differentiation lymph nodes lipoma fibroma achieved within onchocercomata calcifications fluid identified regarding estimation worm burden important note patients additional nodules previously palpated found us also number worm centers palpable conglomerate nodules determined exactly us palpation sowda patients impalpable nodules found us patients positive microfilaria counts nodules could detected highly characteristic ultrasonographical pattern onchocercomata may serve basis us investigations onchocerciasis,C03
vitro growth inhibition plasmodium falciparum sera different regions philippines sera different malaria endemic regions republic philippines compared ability inhibit growth plasmodium falciparum vitro dialyzed serum added synchronous cultures containing schizonts either total hr test period last hr order analyze effects erythrocytic invasion intraerythrocytic growth respectively reduction h hypoxanthine uptake used determine percent inhibition compared nonimmune serum one hundred seventy sera mindanao palawan south centrally located island mindoro luzon north tested p falciparum strains philippines africa indirect fluorescent antibody titers predictive inhibition inhibition merozoite invasion rather intraerythrocytic parasite growth suggested study generally sera inhibitory parasite strains geographical area remote areas,C03
preoperative stabilisation congenital diaphragmatic hernia january november newborn infants congenital diaphragmatic hernia treated early operation mean hours age infants admitted december december stabilised mean period hours operation significant difference survival two groups delayed operation detrimental infants congenital diaphragmatic hernia,C06
exacerbation chronic active hepatitis type b short term corticosteroid therapy resulting fatal liver failure case yr old male chronic active type b hepatitis wk prednisone therapy resulted prolonged fatal exacerbation liver disease described thus short term corticosteroid therapy may patients disastrous effects course chronic active hepatitis b,C06
enteroglucagon peptide response construction pelvic reservoir humans results investigation plasma levels gastrointestinal hormones patients construction pelvic reservoir reported enteroglucagon eg peptide tyrosine tyrosine pyy two hormones believed play relevant role adaptive response bowel resection investigated using specific radioimmunoassay basal conditions standard meal pouch patients showed statistically significant increase basal levels enteroglucagon pyy compared control subjects p less p less respectively response enteroglucagon food ingestion evaluated means total integrated response similar patients controls conversely response pyy significantly increased pouch patients compared control cases p less results investigation suggest gut hormones may involved mediating adaptive response intestine pouch construction changes gut peptides may explain least part functional results observed pouch construction,C06
airway responsiveness inhaled methacholine patients irritable bowel syndrome examined whether patients irritable bowel syndrome increased airway responsiveness measuring forced expiratory volumes second fev inhalation increasing concentrations methacholine responses obtained ibs patients compared obtained normal subjects subjects organic disease gut related organs subjects selected factors might contribute increased airway responsiveness excluded methacholine concentration caused fall fev pc well reduction fev induced methacholine concentration used assess airway responsiveness geometric mean pc mg ml sem normal subjects mg ml sem subjects organic bowel disease p mg ml sem ibs patients p less decrease fev induced mg ml methacholine ibs patients significantly greater observed healthy subjects p contrast decrease fev observed patients organic disease different seen normal subjects p conclude ibs associated increased airway responsiveness following challenge methacholine,C06
crohn disease city derby epidemiological survey crohn disease city derby showed incidence condition increased per year per year seemed reach plateau large bowel crohn disease common patients presenting aged years aged years increase incidence solely due detection milder disease evidence asian indian subcontinent population derby resistant development crohn disease,C06
role ercp children adolescents diagnostic therapeutic role ercp patients ranging years age discussed ercp provided useful additional information patients biliary tract disease patients pancreatic disease patients abdominal pain appropriate duct cannulated cases mild pancreatitis occurred two patients ercp endoscopic papillotomy successful five patients ercp plays important part investigation unexplained biliary tract pancreatic disease rarely demonstrates abnormal pathology patients otherwise unexplained abdominal pain,C06
preliminary report antegrade continence enema principles antegrade colonic washout mitrofanoff non refluxing catheterisable channel combined produce continent catheterisable colonic stoma intention antegrade washouts delivered route would produce complete colonic emptying thereby prevent soiling procedure successfully carried five patients intractable faecal incontinence,C06
glucose disposal beta cell secretion hepatic insulin extraction cirrhosis minimal model assessment factors controlling glucose metabolism iv load studied nine patients compensated cirrhosis six age matched controls time courses glucose insulin c peptide analyzed means minimal model technique cirrhosis insulin sensitivity reduced approximately glucose dependent glucose uptake glucose effectiveness decreased glucose effectiveness explained variance glucose disappearance correlated ratio urinary creatinine height independent measure muscle mass r beta cell responsiveness glucose measured c peptide kinetics variable increased average first phase second phase respectively total amount insulin secreted beta cells course study nearly doubled whereas basal insulin secretion rate normal range time courses hepatic extraction insulin differ groups basal extraction average controls patients cirrhosis reduced single patient severe hepatocellular failure large spontaneous portosystemic shunting conclude alterations glucose metabolism cirrhosis include decreased insulin sensitivity reduced glucose effectiveness increased pancreatic responsiveness glucose leading hyperinsulinemia hepatic extraction insulin reduced advanced stages disease possibly large reserve capacity hepatic parenchyma,C06
azathioprine treatment children inflammatory bowel disease year period treated patients azathioprine mg kg day adjunct customary regimen nine patients ulcerative colitis patients crohn disease patients ages ranged years median duration disease start azathioprine therapy years median follow years sixteen patients seemed respond azathioprine therapy six patients disease group complete responses four patients one ulcerative colitis three crohn disease partial responses two patients ulcerative colitis three patients crohn disease respond median time patients responded less months patients ulcerative colitis months crohn disease reduction corticosteroid dose possible patients responded azathioprine therapy minimal side effects attributable drug conclude azathioprine effective adjunctive agent treatment inflammatory bowel disease childhood questions remain regarding long term safety use reserved children refractory disease severe unacceptable side effects corticosteroids,C06
ablation cystic duct gallbladder experimental basis initial clinical observations bipolar radiofrequency electrocoagulation cystic duct catheter performed safely reproducibly using fluoroscopic control induces endoluminal scar formation scar within cystic duct forms reliable barrier gallbladder biliary system avoids recanalization cystic duct later date sclerotherapy isolated gallbladder ethanol sts performed without toxic otherwise adverse effects suitable ablate porcine gallbladder initial clinical trials new technique small number patients promising demonstrated protocol applied safely humans electrocoagulation technique catheter appears suitable ablate human cystic duct follow evaluation first patients way must determine whether regimen appropriate ablate human gallbladder long term basis development new approach may eventually enable definitive nonoperative treatment cholecystolithiasis selected patients,C06
pathogenesis ceftriaxone associated biliary sludge vitro studies calcium ceftriaxone binding solubility ceftriaxone semisynthetic third generation cephalosporin recently associated biliary sludge formation analysis biliary concretions induced agent shows calcium salt ceftriaxone present vitro studies undertaken provide insight pathogenesis ceftriaxone associated biliary sludge formation evaluating possible interactions may exist calcium bile salts ceftriaxone ceftriaxone possessed high calcium binding affinity formation constant calcium ceftriaxone salt degrees c l mol stoichiometry salt e calcium ceftriaxone calcium binding property ceftriaxone observed additive taurocholate mixed taurocholate ceftriaxone solutions although solubility product constant calcium ceftriaxone x mol l marked metastability observed neither visible microscopic precipitates developed ca x ceftriaxone ion product exceeded solubility product constant factor metastability calcium ceftriaxone salt also observed human gallbladder bile vitro estimates human biliary calcium ceftriaxone solubility vivo calculated previously reported values biliary ca ceftriaxone solubility product constant defined study calculated saturation indices calcium ceftriaxone human bile generally increased corresponding decrease solubility increasing ceftriaxone dose doses less equal g saturation index well within metastable range calcium salt however doses greater equal g saturation index surpassed metastable limit conditions precipitation ceftriaxone could occur concluded development ceftriaxone induced biliary sludge solubility problem occurs patients receiving high dose treatment greater equal g study proposes risk developing ceftriaxone associated biliary pseudolithiasis increases increasing ceftriaxone dose patients impaired gallbladder emptying,C06
soluble interleukin receptor crohn disease relation serum concentrations disease activity serum concentrations soluble interleukin receptor sil r measured marker immune activation group patients crohn disease sil r concentrations determined enzyme linked immunosorbent assay periods active inactive disease correlated standard parameters disease activity serum concentrations sil r significantly raised patients active crohn disease compared patients inactive disease p less control subjects significant correlation serum sil r concentrations disease activity assessed harvey bradshaw index r p less platelet numbers r p less orosomucoid r p less alpha antitrypsin r p less c reactive protein concentrations r p less erythrocyte sedimentation rate measurement serum sil r concentration simple useful laboratory means assessing disease activity raised concentrations patients active crohn disease evidence vivo immune activation occurring disease,C06
