content,labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
efficacy central venous pulmonary artery catheters therapy based upon reducing mortality morbidity purpose study evaluate relative cost effectiveness central venous pressure flow directed pulmonary artery catheters used maintain normal hemodynamic values therapeutic goals control groups vs supranormal values empirically observed critically ill postoperative survivors protocol groups evaluate tissue perfusion oxygenation relationship organ failure mortality two prospective clinical trials significant differences outcome central venous pressure pulmonary artery control groups used normal values therapeutic goals however marked significant reductions morbidity mortality protocol groups using supranormal cardiac index oxygen delivery oxygen consumption values goals cumulative oxygen debt less organ failures fewer less severe protocol groups control groups,C23,0.07923763,0.024059229,0.02628591,0.0012790024,0.0031697806,0.0035820631,0.1303826,0.0021407309,0.023660474,0.0022366724,0.053342037,0.109114304,0.22190523,0.0053946194,0.002001787,0.0035447897,0.085752316,0.0023454237,0.013610673,0.060382448,0.14342219,0.0008082582,0.0023418511
operative complication patient true posterior communicating artery aneurysm case report review literature intraoperative oculomotor nerve injury patient true posterior communicating artery aneurysm reported detail comparison internal carotid artery aneurysms posterior communicating artery junction true posterior communicating artery aneurysms deserves special attention vascular relationships aneurysm complex clip along internal carotid artery occlude blood flow aneurysm aneurysmal neck distal posterior communicating artery closer oculomotor nerve th reported case true posterior communicating artery aneurysm incidence true posterior communicating artery aneurysms ranges aneurysm patients aneurysms constitute called posterior communicating aneurysms two series difficulty associated preoperative diagnosis documented least cases awareness rare aneurysm stressed order avoid operative complications,C23,0.14636014,0.002627461,0.005758888,0.015990637,0.0041709505,0.018125951,0.10351226,0.055407103,0.07378476,0.0029103602,0.10957619,0.0060923123,0.0875885,0.0068106027,0.0026047272,0.0046124835,0.1991658,0.003050391,0.0033726974,0.09736692,0.04701194,0.0010517063,0.0030472185
tympanosclerosis middle ear late results surgical treatment late results one stage operation middle ear tymanosclerosis patients period january december presented mean observation time years range years follow rate per cent among patients stapes fixation removal tympanosclerotic masses stapes mobilization five cases underwent stapedectomy series divided six groups results analyzed best stable results occurred group stapes mobilization intact ossicular chain followed group stapes mobilization type ii tympanoplasty incus interposition poorest late results obtained ears lacking stapes crura stapes mobilization ears subjected stapedectomy case post operative sensorineural hearing loss occurred recommend care taken preserve intact ossicular chain stapes mobilization performed stage myringoplasty also ears defective ossicular chain intact stapes tympanosclerotic fixation recommend stapes mobilization one stage ears fixation stapes footplate defective crura recommend stapedectomy stapedotomy two stages,C23,0.0026261373,0.0022415041,0.048546094,0.0014198639,0.0035186564,0.0032611222,0.17779359,0.0023763464,0.0018268508,0.0024828475,0.08554286,0.05412841,0.044345852,0.010966923,0.0022221098,0.0039349403,0.36328378,0.0026023088,0.0028772703,0.046587415,0.07398331,0.00089721754,0.062534645
sincalide aided ultrasonography common bile duct predictor biliary obstruction determined ercp biliary manometry sonographically observed changes common bile duct caliber following intravenous sincalide injection correlated distal common duct pathology defined endoscopic retrograde cholangiopancreatography biliary manometry thirty two patients prior cholecystectomies studied post cholecystectomy patients mm greater diminution duct caliber within min represented normal response gallbladder contraction occurred normal patients intact gallbladder change diminution duct caliber observed gallbladder contraction observed normal response considered post cholecystectomy patients diminution duct caliber occurring using criteria two false negatives hypertensive sphincters oddi responded normally sincalide injection encountered technique valuable defining non obstructed post cholecystectomy dilated bile ducts demonstrated prompt diminution caliber following sincalide injection,C23,0.018988501,0.0022151957,0.01986542,0.0014031094,0.0034776845,0.0032228462,0.20728701,0.038543377,0.001805409,0.06286454,0.05853141,0.053490043,0.11875563,0.023792842,0.0021960288,0.0040568453,0.1390198,0.0025744417,0.0028434996,0.0481332,0.18347736,0.00088668684,0.0025690906
vagal modulation rate dependent properties atrioventricular node vagal effects atrioventricular av nodal conduction accentuated increases heart rate establish mechanism rate dependent negative dromotropic actions studied properties governing av nodal adaptation changes heart rate chloralose anesthetized dogs absence presence bilateral cervical vagal nerve stimulation hz msec stimulation protocols applied evaluate contributions changes av nodal recovery facilitation fatigue independently vagal stimulation slowed av nodal recovery voltage dependent way increasing time constant recovery tau r msec mean sem p less highest voltage studied facilitating effect premature beat manifested leftward shift recovery curve h versus h subsequent beat magnitude shift depended coupling interval reduced vagal stimulation intervals maximum shift control msec vagus msec p less recovery facilitation kept constant abrupt increases av nodal activation rate caused slow tau beats increase ah interval fatigue vagal stimulation increased magnitude process maximum control msec vagus msec p less without altering time course activation rates comparable sinus rhythm humans vagal stimulation intermediate voltage increased ah interval msec heart rate increased vagally induced changes dynamic processes amplified ah prolongation fivefold maximum rate role vagal changes individual functional properties depended heart rate slowing recovery single important factor constituting overall vagal action rapid rates conclude vagal stimulation alters ways av node responds changes activation rate rapid rates negative dromotropic action vagus due changes av nodal response tachycardia alterations rate dependent av nodal properties novel potentially important mechanism interventions may affect av nodal conduction,C23,0.0013895276,0.007934802,0.035492614,0.00078042323,0.0019341405,0.0017925786,0.25060126,0.00800276,0.0010041861,0.0013647755,0.038850375,0.0028654856,0.18898484,0.01835242,0.0012214527,0.002165944,0.034947634,0.021600025,0.0015815824,0.047014207,0.32347336,0.007212419,0.0014331501
cup containment orientation cemented total hip arthroplasties reviewed radiographs charnley sth zimmer cemented total hip arthroplasties mean follow seven years maximum years survivorship analysis used assess correlation radiographic performance bony containment coronal orientation acetabular cup cup orientation containment interrelated vertically oriented cups completely contained whereas horizontal cups partially contained completely contained cups significantly lower incidences complete cement bone radiolucency p wear p vertically oriented cups lower incidence continuous radiolucency neutrally oriented cups statistically significant p results confirm importance complete bony containment also indicate better accept vertical orientation obtain full bony coverage horizontal orientation partial containment,C23,0.0040702866,0.0036105474,0.0076845093,0.002286928,0.0056677456,0.0052529173,0.29616675,0.003827747,0.0029426361,0.0039992956,0.06564653,0.008645352,0.10793238,0.013125064,0.06263339,0.006338283,0.18587063,0.004256523,0.00463462,0.13306776,0.066376746,0.001445211,0.004518174
influence menstrual cycle systemic diseases physiological changes associated menstrual cycle influence clinical course diseases bronchial asthma allergies anaphylaxis epilepsy migraine dermatoses porphyria hormonal manipulation beneficial patients,C23,0.0077216914,0.0068495255,0.014407875,0.0043385033,0.01075221,0.009965245,0.31395614,0.0072615724,0.0055824392,0.007587015,0.0355112,0.015882043,0.088593446,0.017754553,0.006790261,0.01202428,0.1126126,0.007952062,0.008792282,0.10725329,0.18772626,0.0027416921,0.007943791
protocol investigation pregnancy loss protocol evaluation pregnancy loss include maternal history dysmorphic examination fetus abortus photographs autopsy chromosome studies cases radiographic xeroradiographic studies selected cases suspected ascending transplacental infection may require microbiologic investigation increasing specialized laboratory techniques may help diagnosis inborn errors metabolism storage disorders coordination studies requires interaction ob gyn pathology genetics cytogenetics nursing order assure delivery clinical service knowledge causes pregnancy loss typical time mode presentation facilitate focused evaluation high chance achieving accurate diagnosis goal investigations provide families recurrence risk data base future childbearing decisions well information potential prenatal monitoring,C23,0.0025907215,0.0022980992,0.0048340177,0.0014556207,0.028690612,0.02037398,0.30599645,0.014968903,0.026921004,0.0025511514,0.14707746,0.017853133,0.018972423,0.020466162,0.014818378,0.0040342924,0.047840845,0.0026770441,0.036143415,0.18362963,0.050546464,0.013458616,0.031801585
guidelines transfusion support patients undergoing coronary artery bypass grafting transfusion practices committee american association blood banks reviewed impact evolving issues coronary artery bypass grafting cabg transfusion support patients issues include increased awareness transfusion risks reappraisal traditional indicators triggering transfusion evolving alternatives homologous blood transfusion autologous blood pharmacologic therapy issues prompted programs national institutes health consensus conferences provide physicians guidelines appropriate use blood components however evidence suggests transfusion practice coronary artery bypass grafting procedures remains variable take account results recently published clinical studies therefore developed guidelines recommendations transfusion support patients undergoing coronary artery bypass grafting summary following institutions coronary artery bypass grafting programs establish multidisciplinary approach use combination interventions designed minimize homologous blood exposure prophylactic transfusion plasma platelets benefit therefore carry unnecessary risk patient special request products designated blood donation first degree relatives used risk transfusion associated graft versus host disease support intravascular volume crystalloids colloids used potential transmit infection,C23,0.0018997433,0.010875609,0.021582196,0.0010673882,0.002657546,0.011966811,0.35131255,0.0017865415,0.0105464235,0.0018666093,0.01940478,0.003907409,0.08229515,0.0043680966,0.0016705863,0.039733745,0.16508365,0.0019564207,0.13015105,0.07257466,0.06066409,0.0006745298,0.0019543858
effect continuous epidural analgesia postoperative pain rehabilitation duration hospitalization total knee arthroplasty efficacies three alternate methods postoperative analgesia studied patients total knee arthroplasty tka forty two patients received parenteral meperidine hydrochloride morphine group patients received periodic epidural injections morphine group patients received continuous epidural infusions bupivacaine hydrochloride duramorph group postoperative course patients documented terms incidence severity pain range joint motion duration hospitalization occurrence complications although epidural analgesia increased cost duration operation good excellent pain relief attained group group cases epidural analgesia compared patients group receiving conventional analgesia moreover patients group experienced frequent episodes moderate severe postoperative pain contrast patients group patients group result diminished pain greater joint motion obtained within first hours groups also shorter hospitalization days versus days group days group however use epidural analgesia reduce incidence complications including nausea continuous infusion epidural bupivacaine duramorph provided good excellent control postoperative pain tka however better analgesics needed reduce high incidence side effects associated various treatment methods,C23,0.0018330701,0.0016252747,0.0125411395,0.0010294523,0.002551315,0.0024010006,0.11321846,0.0017230462,0.0013246168,0.0018002683,0.058631893,0.1599073,0.0658169,0.013110647,0.0016112885,0.0028550983,0.33533013,0.0018868876,0.0020862573,0.103777185,0.112403296,0.0006505564,0.0018849252
problem solving implant dentistry dental implants become accepted form dental care reported functional year success rates higher impressive statistics include identify problems may created clinical ineptitude diagnostic acumen preventive measures stage implant treatment avoid many problems also appropriate measures timely recognition rescue repair often restore ailing implants prosthetic appliances full function,C23,0.0041522016,0.023759747,0.007747577,0.0023329526,0.005781809,0.005358632,0.36786968,0.023997497,0.0030018569,0.0040797815,0.04496215,0.008540285,0.07336494,0.094519235,0.0036513412,0.02656418,0.086572826,0.004276079,0.004727892,0.09231313,0.106677346,0.0014742959,0.004274577
myocyte cell loss myocyte cellular hyperplasia hypertrophied aging rat heart determine effects age myocardium functional structural characteristics heart studied rats months age mean arterial pressure left ventricular pressure first derivative dp dt heart rate comparable rat groups months interval months elevated left ventricular end diastolic pressure decreased dp dt indicated significant impairment ventricular function occurred senescence period months reduction nearly total number myocytes measured ventricles subsequent ages similar decreases myocyte cell number found left ventricle whereas right ventricle initial loss fully reversed months moreover months increase aggregate number myocytes occurred right ventricular myocardium left ventricle increment also seen small change statistically significant estimations myocyte cellular hyperplasia however complicated fact cell loss continued take place age volume fraction collagen tissue fact progressively increased months months left right ventricles respectively conclusion myocyte cellular hyperplasia tends regenerate ventricular mass lost age adult mammalian rat heart,C23,0.026222628,0.0014692151,0.011104045,0.016952211,0.0023063365,0.0021375332,0.15069366,0.04164676,0.0011974266,0.0016274058,0.0077620917,0.011956486,0.11697642,0.048910618,0.019128084,0.0025791938,0.20369965,0.0017057079,0.0018859339,0.11439416,0.19731553,0.016622791,0.001706151
inactivation human alpha globin gene expression de novo deletion located upstream alpha globin gene cluster synthesis normal human hemoglobin alpha beta based upon balanced expression genes alpha globin gene cluster chromosome beta globin gene cluster chromosome full levels erythroid specific activation beta globin cluster depend sequences located considerable distance beta globin gene referred locus activating dominant control region existence analogous element upstream alpha globin cluster suggested observations naturally occurring deletions experimental studies identified individual alpha thalassemia structurally normal alpha globin genes inactivated cis discrete de novo kilobase deletion located approximately kilobases alpha globin gene cluster conclude deletion inactivates expression alpha globin genes removing one previously identified upstream regulatory sequences critical expression alpha globin genes,C23,0.002437815,0.0021624635,0.00454871,0.0013697088,0.0033945802,0.0031461273,0.1419427,0.0022925509,0.0017624317,0.014184734,0.037940618,0.005074301,0.020987242,0.006125943,0.002143753,0.003796185,0.022945065,0.113109626,0.002775811,0.046941962,0.13466705,0.0126403645,0.41361025
possible mechanisms limiting n methyl aspartate receptor overactivation therapeutic efficacy n methyl aspartate antagonists cytotoxic overactivation neuronal n methyl aspartate receptors postulated contribute pathogenesis neuronal loss hypoxia ischemia however several events associated hypoxia ischemia may limit n methyl aspartate receptor mediated injury perhaps important events development extracellular acidosis limiting events may help explain n methyl aspartate receptors contribute injury focal ischemia hypoxia vitro global ischemia,C23,0.053680096,0.0030674725,0.023191288,0.0019429432,0.00481524,0.017031312,0.35501122,0.0032520022,0.019112995,0.0034307877,0.015903236,0.00711257,0.024438445,0.035378393,0.0030409312,0.0053849197,0.029533258,0.1020559,0.0042094006,0.2206114,0.06301082,0.0012278317,0.0035575253
effects micron nd yag laser brain thermal histological experimental data considering microns nd yag laser physicothermal properties close co laser series experiments conducted rat cortex n three laser wavelengths compared co laser microns microns nd yag microns nd yag lasers shot temperature measurements recorded infrared thermographic videocamera digitized signals figured thermal profiles temperature developments ninety five shots correctly studied analyzed co n microns nd yag n microns nd yag n histological lesions produced three lasers compared animals killed hours n days n days n laser impacts equivalent densities energy depth cortical necrosis comparable co laser microns microns nd yag laser microns whatever date death microns nd yag laser shots responsible much important damage microns important absorption water nervous tissue authors consider microns nd yag laser suitable neurosurgery particularly conducted optic fibers therefore easy handle neurosurgical procedures,C23,0.014409098,0.0021884523,0.051556468,0.013315268,0.015377933,0.0031839376,0.14231612,0.0023201029,0.0017836128,0.0024240834,0.04555824,0.037294902,0.08021636,0.026409382,0.026049625,0.0038418078,0.26847816,0.0025407171,0.0034578664,0.02651326,0.22734293,0.00087598216,0.002545721
kidney transplantation patients aged sixty years older outcomes renal transplantation reviewed transplants performed patients years age older three grafts family donors cadaver donors twenty one first transplants five retransplants cyclosporine used primary immunosuppression azathioprine prednisone administered patients overall patient graft actuarial survival rates respectively years patients n free diabetes cardiac disease low risk year patient graft survival rates respectively conversely high risk patients n patient graft survival rates years respectively early deaths less equal months caused sepsis two patients cardiac events three patients four five high risk patients irreversible rejections serious infectious complications common steroid induced diabetes occurred five patients experience suggests kidney transplantation done safely successfully patients older years age treatment choice low risk patients category,C23,0.0020112037,0.0017840381,0.0037526975,0.0011300134,0.0028005375,0.012321299,0.1443662,0.0018913604,0.0014540108,0.0019761259,0.009934167,0.004338065,0.04351145,0.01456702,0.011280494,0.012859776,0.384468,0.021536954,0.0022900514,0.2177107,0.101232655,0.0007141054,0.0020690523
outcome patients chronic affective disorder five year follow patients major depression mania schizo affective disorder present without remission years intake n followed prospectively years patients ill shorter periods intake despite substantial durations episode three quarters chronic patients recovered although recovery occurred much later follow period among nonchronic patients factors associated recovery less severe illness intake lack psychotic features good friendship patterns adolescence important relatively high maximum level functioning years preceding intake,C23,0.0031958395,0.0028299135,0.005952681,0.001792473,0.0044423263,0.034998186,0.24022178,0.0030001525,0.0023064108,0.018575042,0.0327598,0.0065617403,0.057003696,0.0077678636,0.0028054279,0.0049678874,0.24790186,0.0032854315,0.0036325722,0.21860538,0.092978805,0.0011327429,0.0032820145
predictors quitting smoking nhanes followup experience published prospective studies predictors spontaneously quitting cigarette smoking nationally representative u population paper describes study using cohort taken first national health nutrition examination survey nhanes traced nhanes epidemiologic followup survey successful quitting least year time followup ascertained among adults age years smokers time nhanes disabled followup independent predictors quitting proportional hazards multiple regression older age white race fewer cigarettes smoked day higher household income hospitalization followup period predictors relapse ex smokers nhanes smoking time followup younger age urban residence female gender findings implications intervention strategies public health projections research,C23,0.0031903498,0.0028299994,0.005952862,0.0017925275,0.0044424613,0.004117313,0.1275407,0.0030002436,0.017749332,0.003134706,0.078266054,0.0065631443,0.022329958,0.0074978303,0.002805513,0.020452952,0.15743288,0.0032855314,0.065393105,0.3952145,0.062593155,0.0011327773,0.0032821144
disability bicycle related injuries children bicycle crashes major cause injuries childhood goal study determine long term disabilities caused bicycle related injuries clarify long term treatment priorities injured children hospital records children ages yr median yr boys girls admitted bicycle related injuries provided clinical information social service visits hospital outpatient rehabilitative interventions physical status discharge complete evaluations made contacting parents telephone children personal interview physical examinations head injuries predominated twelve died major head injuries four suffered permanent severe impairment cervical spinal injuries head injuries remain institutionalized one third persistent disability noted time discharge medical record reported telephone interview confirmed physical examination still received physical therapy consultations hospitalization received social service assistance seen surgeon pediatrician discharge received outpatient physical therapy cognitive behavior changes noted many noting changes school performance worse behavior sleep particularly nightmares recurrent injuries occurred children ten required hospital admission bicycle related injuries cause significant short long term disabilities among children,C23,0.11377207,0.0014690588,0.0030901432,0.0009305048,0.018333139,0.0022668757,0.3106841,0.0015584533,0.0011972991,0.080218256,0.06275727,0.020092655,0.020294813,0.019828174,0.0014563479,0.0026899348,0.14829007,0.0017077863,0.025908295,0.13183695,0.029326001,0.0005880271,0.0017037524
conduction system injury aortic valve dilation dog single versus double balloon catheters range morbidity induced valvuloplasty fully known transient conduction disturbances common authors performed aortic valve balloon dilatation closed chest dogs normal aortic valves using femoral cutdown approach fluoroscopic guidance four done single mm balloon catheter two mm balloon catheters used balloons inflated atms pressure contrast solution several inflations dogs sacrificed hearts removed examined gross examinations revealed subendocardial hemorrhage outflow tract double balloons used microscopically aortic valve areas showed hemorrhage mostly loose connective tissues valve leaflets severity injury appeared greater two balloons used histologic examination showed definite injury myocytes left bundle branch double ballooned dogs none subjected single balloon procedure aortic valve dilation manifestation conduction system injury prolongation qrs complex dogs double balloon catheter used results suggest electrocardiographic conduction disturbances observed patients undergoing aortic valvuloplasty may result direct injury conduction tissue may likely occur larger balloons used,C23,0.06350057,0.001874715,0.015102588,0.0011874483,0.0029497123,0.0027274874,0.3453223,0.032675482,0.011755846,0.002076566,0.14686649,0.014570396,0.048063107,0.005122374,0.0018584941,0.003291045,0.154826,0.002192382,0.0024064472,0.015893085,0.12280685,0.00075040106,0.0021802087
balloon dilatation versus surgical revision infra inguinal autogenous vein graft stenoses long term follow although infra inguinal autogenous vein graft stenoses may treated balloon dilatation pta surgical revision optimal approach undefined last years pta procedures performed vein graft stenoses grafts graft stenoses diagnosed mean months implantation pta successfully completed procedures including primary secondary procedures recurrent vein graft stenosis graft thrombosis developed grafts mean months primary pta long term patency primary pta months secondary patency months period vein graft stenosis fem pop fem tib grafts surgically revised initial success rate complications four grafts occluded mean months repair yielding primary year patency although vein graft stenosis may safely effectively repeatedly treated pta long term durability appears superior surgical revision,C23,0.0027639442,0.0024517565,0.005157233,0.0015529474,0.0038487047,0.020560553,0.1589607,0.0025992466,0.0019982087,0.0027157376,0.052799765,0.019047393,0.01911387,0.0063551613,0.0024305428,0.004304036,0.58873665,0.0028464042,0.016506603,0.03632461,0.045101073,0.0009813762,0.0028434438
immune responses allogeneic xenogeneic implants collagen collagen derivatives whereas xenogeneic collagen provided safe effective biomaterial numerous medical applications instances data permit correlation immunologic profile well defined devices clinical sequelae major exception use injectable bovine dermal collagen soft tissue contour correction low incidence hypersensitivity studied context clinical efficacy safety several devices findings indicate immunity usually results manifestation local symptoms dermal inflammation sites treatment resolve implant resorbed host contrast immunogenic hemostatic agents may elicit frequent vigorous immune response clinically visible relevant application recent experiences collagen based devices repair regeneration bone also demonstrated presence immunity collagenous non collagenous components necessarily predict adverse clinical sequelae indeed numerous specific data indicate immunity exist epiphenomenon effect osteogenesis get true composite picture biocompatibility significant steps must taken characterize biomaterials properly ensure immunologic clinical histologic pertinent laboratory data viewed relation one another isolation,C23,0.0020306217,0.041117404,0.0136160515,0.050290573,0.014344911,0.014548549,0.37763083,0.041219663,0.009599487,0.0019979214,0.049750254,0.014002412,0.047739077,0.03822365,0.0017856775,0.03493111,0.040863782,0.0020936534,0.012122846,0.10725227,0.07171985,0.00072099996,0.01239842
reversal colchicine induced mitotic arrest chinese hamster cells colchicine specific monoclonal antibody ability high affinity colchicine binding monoclonal antibody reverse effects colchicine chinese hamster ovary cells investigated using flow cytometry complete mitotic blockade demonstrated hours x mol l molar colchicine colchicine induced changes reversible equimolar antibody added simultaneously hours colchicine delay addition antibody progressive irreversible increase mitotic blockade increase mean cell size observed prolonged colchicine exposure without antibody reversal led polyploidy structural chromosome breakage early antibody reversal restored cells diploid state whereas delayed reversal resulted time dependent increase polyploidy colchicine induced polyploidy chromosomal aberrations may basis colchicine toxicity time dependent increase irreversibility colchicine effects,C23,0.0025278544,0.002242333,0.0047167144,0.0014202984,0.0035677324,0.015493545,0.21251324,0.0023772249,0.0018275263,0.026956655,0.012444325,0.0051993136,0.057601776,0.1519514,0.014439783,0.003936395,0.06419149,0.06032362,0.0028783341,0.01999716,0.2558642,0.00089754927,0.07663151
laryngeal framework reconstruction miniplates defects laryngeal framework trauma cancer thyroplasty reconstructed mini reconstruction plates six patients miniplates used repair thyroid cartilage defect type thyroplasty prevent lateralization silastic implant three patients miniplates used hemilaryngectomy bridge thyroid cartilage remnants resulting better deglutition hemilaryngectomy three patients miniplates used repair laryngeal fractures plates tolerated well patients major complications rigid fixation using miniplates laryngeal reconstruction unique advantages use wires offers advantages rigid immediate stabilization ability bridge large defects alternative existing techniques laryngeal reconstruction,C23,0.0035774256,0.020490263,0.006675105,0.0020101252,0.056285378,0.03918268,0.27527836,0.0033642543,0.0025863193,0.0035150307,0.02729999,0.093941376,0.022723993,0.026695652,0.0031458978,0.0055707954,0.29224753,0.0036841552,0.004073425,0.040201157,0.06250056,0.0012702139,0.0036803235
channel specificity antiarrhythmic drug action mechanism potassium channel block role suppressing aggravating cardiac arrhythmias although work class iii antiarrhythmics remains early stage agents still appear possess greater efficacy less proarrhythmia conventional class agents experimental arrhythmia models considered representative clinical situation although prolongation repolarization carries tendency pause dependent arrhythmogenesis e torsade de pointes available data suggest may function nonspecificity potassium channel block rather general characteristic class iii activity availability new selective blockers specific cardiac potassium channels development class iii agents already helped clarify basic questions ionic mechanism repolarization heart one hopes growing clinical data base eventually determine relative safety efficacy agents preventing symptomatic life threatening arrhythmias,C23,0.0024407113,0.025795007,0.039991096,0.001371336,0.003398613,0.0032806816,0.29792792,0.0022952743,0.0017645255,0.018013753,0.024224555,0.0050200764,0.058874875,0.08364979,0.013956619,0.015608357,0.22261566,0.01904889,0.020577332,0.04879688,0.087969676,0.0008666078,0.0025117886
neurologic assessment neurologic nursing assessment requires knowledge anatomic physiologic principles well mastery complex assessment skills nurse often first consistent health team member interacting clients may provide key early recognition prevention treatment neurologic problems nurse dynamic member health team may first line defense initiating cost effective perhaps life saving measures neurologically impaired clients,C23,0.003916406,0.022431135,0.030409021,0.002200469,0.005460346,0.024002783,0.35097483,0.022634195,0.0028313873,0.041726314,0.074861504,0.0080552995,0.04105923,0.009005028,0.0034439887,0.006098659,0.04352555,0.041942045,0.10390993,0.09396024,0.06213198,0.0013905736,0.004029054
case porous coated hip implants femoral side series total hip arthroplasties thas using porous coated femoral components roentgenographically assessed implant fixation primary thas followed two years femoral revision rate ten year survivorship rate young patients fixation failure incidence mean follow period years revision thas femoral revision rate mean follow period months failures largely related inadequate femoral canal filling refinements implant design surgical techniques press fit implant currently achieved cases compared first five years porous coated femoral components yielded results equivalent cement primary thas excellent results observed relatively young patients patients revisions,C23,0.00272702,0.04202419,0.04468377,0.0015322013,0.003797289,0.0035270932,0.09506673,0.0025645227,0.081182465,0.015877241,0.07202086,0.005608959,0.023730548,0.059073005,0.0023980725,0.004246537,0.33646134,0.0028083785,0.0031051135,0.12442497,0.06936595,0.00096826575,0.0028054577
reduction postoperative morbidity following patient controlled morphine present study examined impact two methods pain management recovery women undergoing hysterectomy one group received iv morphine recovery room im morphine ward prn basis prn group group loading dose morphine mg iv given patient first complained pain patient controlled iv morphine pca initiated continued h pca group groups received similar amounts morphine overall differently distributed time pca patients received mg h recovery room approximately hrs less thereafter prn patients received approximately mg h entire hr period pain control better throughout convalescence less variable across time pca management minute ventilation also recovered faster day four per cent preoperative baseline pca group addition oral temperature became normal one day earlier ambulation recovered rapidly patients discharged hospital earlier data suggest early treatment relatively high self titrated morphine doses may alter course metabolic response surgery,C23,0.001953638,0.0017329743,0.013098378,0.0010976695,0.0027203788,0.011966751,0.22728585,0.0018372247,0.0014123932,0.011373172,0.019461937,0.14804871,0.08563289,0.0045238347,0.0017179798,0.021900956,0.1785607,0.0020125026,0.0024732111,0.029425744,0.22905922,0.0006936658,0.0020101888
effects menstrual phase amenorrhea exercise performance runners well controlled studies terms subject selection menstrual classification exercise protocol examined maximal submaximal exercise responses different phases menstrual cycle eumenorrheic runners compared runners amenorrheic runners thus purpose study measure selected physiological metabolic responses maximal submaximal exercise two phases menstrual cycle eumenorrheic runners amenorrheic runners eight eumenorrheic runners yr eight amenorrheic runners yr matched physical gynecological training characteristics studied eumenorrheic runners performed one maximal one submaximal min vo max treadmill run early follicular days midluteal lh surge phases amenorrheic runners performed one maximal one submaximal min vo max treadmill run cycle phases documented urinary luteinizing hormone progesterone assays plasma estradiol progesterone assays differences observed oxygen uptake minute ventilation heart rate respiratory exchange ratio rating perceived exertion time fatigue maximal plasma lactate following maximal submaximal exercise tests follicular luteal phases eumenorrheic runners amenorrheic runners conclude neither menstrual phase follicular vs luteal menstrual status eumenorrheic vs amenorrheic alters limits exercise performance female athletes,C23,0.0021803703,0.06526689,0.025172414,0.0012250611,0.0030360965,0.013357046,0.12134176,0.0020504466,0.064907715,0.01323816,0.024137551,0.00474098,0.11721368,0.026234165,0.014560052,0.11159568,0.06904829,0.00224542,0.0024826722,0.091217324,0.21119516,0.0007741702,0.012778888
patterns dyspepsia patients clinical evidence organic diseases studied dyspeptic patients obvious signs organic disease first examination order verify many diagnoses idiopathic dyspepsia really made exhaustive diagnostic procedures evaluate diagnostic power symptoms distinguishing organic idiopathic dyspepsia latter considered structural abnormalities found cases distinction made related associated organic dyspepsia according whether certain relationship abnormalities dyspeptic symptoms patients referred us follows spontaneously sent physicians collaborating us referred open access endoscopic service results show frequency idiopathic dyspepsia whereas associated structural abnormalities present obvious organic causes dyspepsia seen benign malignant diseases considered separately symptom alone allows correct diagnosis simultaneous evaluation symptoms linear discriminant analysis distinguishes idiopathic organic dyspeptic patients cases higher discrimination percentage cases higher discrimination percentage could probably obtained using wider range clinical parameters complex statistical analysis interrelationships exist clinical symptoms final diagnosis,C23,0.002050511,0.0018189056,0.0039524976,0.0011520985,0.012780484,0.022490377,0.42999285,0.0019283254,0.0014824282,0.013945537,0.16222842,0.004217509,0.06503129,0.004724629,0.02163918,0.013105082,0.10889539,0.0021116864,0.0122508295,0.06350739,0.047853023,0.00072806195,0.002113499
treatment idiopathic retroperitoneal fibrosis immunosuppression idiopathic retroperitoneal fibrosis exceedingly uncommon childhood etiology uncertain support immunological basis disease given report year old girl severe retroperitoneal fibrosis causing progressive azotemia azathioprine prednisolone used successfully case supports efficacy immunotherapy treatment idiopathic retroperitoneal fibrosis,C23,0.0056270743,0.004985897,0.037696943,0.0031580774,0.007826734,0.08887691,0.4438538,0.059692215,0.004063561,0.0055227294,0.056738347,0.011798089,0.035076004,0.012923869,0.004942757,0.008752696,0.04970149,0.005788454,0.0064000655,0.065833345,0.07296281,0.0019957286,0.0057824333
placement esophageal stethoscope acoustic criteria consistently yield optimal location monitoring core temperature esophageal stethoscope evolved device acoustic core temperature monitoring test whether routine placement according acoustic criteria results placement core temperature sensor region contiguity esophagus heart determined depth placement electrocardiographically patients undergoing nonthoracic elective operations requiring general anesthesia tracheal intubation first established different observers selected esophageal depth within cm electrocardiographically using criterion symmetric biphasic p wave maximal amplitude patients patients compared routine acoustic placements depths maximal amplitude biphasic p wave stethoscopes placed according acoustic criteria within cm p wave depths patients remaining patients measured discrepancies ranged cm conclude prevailing stethoscope design thermistor tip acoustic window ensure placement thermistor within optimal region monitoring core temperature modification design would take advantage reliability electrocardiographic positioning suggested,C23,0.06838493,0.0130370855,0.081381805,0.04535607,0.0031701797,0.002943577,0.18620664,0.0021410005,0.023686036,0.002236954,0.123463005,0.0046826582,0.12602544,0.005234749,0.002002039,0.003545236,0.1529212,0.0023445843,0.0025923145,0.028215423,0.117248155,0.00080835994,0.0023725368
